Time,UE,Delay,Jitter,Throughput,PDR,PLR
12,22,0.141824,0.031908,0.250592,51.8987,48.1013
12,23,0.136305,0.0354262,0.079456,24.0741,75.9259
12,24,0.147514,0.0335816,0.207808,36.1702,63.8298
12,25,0.0240578,0.00910148,0.317824,78.7879,21.2121
12,26,0.139763,0.0340782,0.1528,38.4615,61.5385
12,27,0.159392,0.0258302,0.018336,4.10959,95.8904
12,28,0.153691,0.0359837,0.250592,42.268,57.732
12,29,0.153996,0.0297282,0.238368,46.988,53.012
12,30,0.132009,0.0333503,0.287264,56.6265,43.3735
12,31,0.0365738,0.0112981,0.354496,79.4521,20.5479
12,32,0.13514,0.0300348,0.3056,60.241,39.759
12,33,0.136537,0.0331472,0.250592,63.0769,36.9231
12,34,0.0953543,0.0248594,0.342272,83.5821,16.4179
12,35,0.134741,0.0299531,0.287264,54.6512,45.3488
12,36,0.145993,0.0372711,0.238368,48.1481,51.8519
12,37,0.0351855,0.0103146,0.48896,95.2381,4.7619
12,38,0.139161,0.0337613,0.268928,49.4382,50.5618
12,39,0.143781,0.0342881,0.250592,44.086,55.914
12,40,0.14327,0.0330923,0.256704,50.6024,49.3976
12,41,0.136799,0.0345562,0.201696,38.8235,61.1765
12,42,0.0122686,0.00248509,0.605088,100,0
12,43,0.0456828,0.0147832,0.525632,97.7273,2.27273
12,44,0.128408,0.0315911,0.39728,63.7255,36.2745
12,45,0.0931798,0.0232891,0.342272,70.8861,29.1139
12,46,0.156844,0.0290186,0.158912,35.6164,64.3836
12,47,0.139947,0.0323998,0.110016,27.6923,72.3077
12,48,0.0798348,0.0202902,0.415616,83.9506,16.0494
12,49,0.131176,0.0279828,0.36672,73.1707,26.8293
12,50,0.133372,0.0355552,0.085568,17.5,82.5
12,51,0.129595,0.0316264,0.342272,65.8824,34.1176
12,52,0.148089,0.0314559,0.165024,39.1304,60.8696
12,53,0.145864,0.0399188,0.1528,28.7356,71.2644
12,54,0.141047,0.0341479,0.27504,47.3684,52.6316
12,55,0.128917,0.0279931,0.501184,72.5664,27.4336
12,56,0.0127039,0.00442052,0.617312,98.0583,1.94175
12,57,0.00602668,0.0011988,0.543968,98.8889,1.11111
12,58,0.138035,0.0355008,0.232256,44.7059,55.2941
12,59,0.134215,0.0382212,0.134464,36.6667,63.3333
12,60,0.141882,0.0306898,0.391168,67.3684,32.6316
12,61,0.139439,0.0361745,0.18336,47.619,52.381
12,62,0.0219822,0.00578849,0.348384,96.6102,3.38983
12,63,0.0158149,0.00424816,0.653984,100,0
12,64,0.153573,0.032387,0.256704,53.8462,46.1538
12,65,0.110448,0.028203,0.525632,92.4731,7.52688
12,66,0.0723355,0.0204887,0.531744,79.0909,20.9091
12,67,0.0845639,0.0224439,0.562304,96.8421,3.15789
12,68,0.0963187,0.0267173,0.409504,77.907,22.093
12,69,0.00715802,0.00181873,0.501184,87.234,12.766
12,70,0.123961,0.0314496,0.323936,60.9195,39.0805
12,71,0.140112,0.0319799,0.207808,34.6939,65.3061
12,72,0.1395,0.0328693,0.140576,32.3944,67.6056
12,73,0.122844,0.0295849,0.317824,65,35
12,74,0.113638,0.029133,0.33616,77.4648,22.5352
14,0,0.132375,0.0312038,0.24448,52.6316,47.3684
14,1,0.116734,0.0292177,0.409504,84.8101,15.1899
14,2,0.136372,0.0311071,0.232256,38.7755,61.2245
14,3,0.14738,0.0434513,0.067232,13.0952,86.9048
14,4,0.130629,0.0333169,0.33616,67.0732,32.9268
14,5,0.149403,0.0344264,0.220032,39.5604,60.4396
14,6,0.110946,0.0273198,0.39728,74.7126,25.2874
14,7,0.10351,0.0248168,0.354496,85.2941,14.7059
14,8,0.125325,0.028708,0.348384,76,24
14,9,0.0155467,0.00378392,0.421728,98.5714,1.42857
14,10,0.124688,0.0300435,0.256704,64.6154,35.3846
14,11,0.103947,0.0294477,0.464512,80.8511,19.1489
14,12,0.00396098,0.000351816,0.452288,100,0
14,13,0.1487,0.0394297,0.207808,50,50
14,14,0.127343,0.032724,0.391168,67.3684,32.6316
14,15,0.104415,0.0263434,0.287264,73.4375,26.5625
14,16,0.116471,0.0317345,0.452288,79.5699,20.4301
14,17,0.0394038,0.011332,0.48896,96.3855,3.61446
14,18,0.157057,0.0269283,0.207808,37.3626,62.6374
14,19,0.132406,0.0310047,0.256704,54.5455,45.4545
14,20,0.138174,0.035759,0.195584,41.0256,58.9744
14,21,0.150281,0.0326841,0.189472,37.8049,62.1951
14,22,0.139979,0.0310218,0.220032,46.1538,53.8462
14,23,0.139466,0.0335628,0.116128,20.8791,79.1209
14,24,0.14616,0.0358158,0.262816,41.7476,58.2524
14,25,0.0281552,0.0101755,0.537856,100,0
14,26,0.140658,0.0338098,0.220032,38.7097,61.2903
14,27,0.15778,0.0275902,0.018336,3.44828,96.5517
14,28,0.152897,0.0359136,0.158912,44.0678,55.9322
14,29,0.152924,0.028837,0.18336,37.037,62.963
14,30,0.13254,0.0332312,0.21392,49.2958,50.7042
14,31,0.0512747,0.0139301,0.385056,69.2308,30.7692
14,32,0.131638,0.0301863,0.323936,64.6341,35.3659
14,33,0.133566,0.032868,0.3056,52.0833,47.9167
14,34,0.0999889,0.0263273,0.42784,76.087,23.913
14,35,0.133282,0.0300644,0.33616,64.7059,35.2941
14,36,0.145255,0.0360061,0.238368,50.6494,49.3506
14,37,0.0292563,0.00848264,0.537856,96.7033,3.2967
14,38,0.137912,0.035021,0.195584,37.2093,62.7907
14,39,0.149653,0.0341138,0.177248,31.1828,68.8172
14,40,0.141134,0.0333217,0.293376,56.4706,43.5294
14,41,0.135575,0.0336139,0.201696,45.8333,54.1667
14,42,0.0104198,0.00198264,0.6112,100,0
14,43,0.0429071,0.0135497,0.495072,95.2941,4.70588
14,44,0.129409,0.031933,0.385056,70.7865,29.2135
14,45,0.100815,0.0243614,0.409504,62.037,37.963
14,46,0.15357,0.0291851,0.268928,50,50
14,47,0.140323,0.0318045,0.232256,40.4255,59.5745
14,48,0.0799572,0.0206329,0.531744,86.1386,13.8614
14,49,0.130858,0.0280874,0.311712,56.6667,43.3333
14,50,0.13442,0.0348311,0.09168,19.4805,80.5195
14,51,0.128115,0.0319431,0.256704,51.2195,48.7805
14,52,0.148276,0.0323407,0.158912,40,60
14,53,0.141217,0.0378913,0.195584,39.5062,60.4938
14,54,0.145183,0.0338627,0.201696,39.759,60.241
14,55,0.129633,0.028804,0.232256,46.3415,53.6585
14,56,0.0111628,0.00376123,0.525632,100,0
14,57,0.00569848,0.00105393,0.51952,100,0
14,58,0.139228,0.035981,0.238368,46.988,53.012
14,59,0.1384,0.0366173,0.165024,33.75,66.25
14,60,0.141845,0.0300187,0.3056,50.5051,49.4949
14,61,0.140212,0.0357181,0.207808,33.6634,66.3366
14,62,0.0302094,0.0079309,0.354496,69.8795,30.1205
14,63,0.0137918,0.00358008,0.55008,100,0
14,64,0.153478,0.0321894,0.18336,29.1262,70.8738
